name	logFC	AveExpr	t	P.Value	adj.P.Val	B
RTCB	RTCB	0.312020107115176	10.5877134708713	3.64076793776572	0.000860188580219563	0.00243962267937271	-1.20661114467491
ADH5	ADH5	-0.460503995476024	11.3719862501045	-3.63857316574291	0.000865527166264717	0.00245062413517447	-1.21251313678928
UQCRFS1;NA	UQCRFS1;NA	0.696503821765949	9.77878258534794	3.63275795853952	0.000879827375571837	0.00248273977073128	-1.22814315836936
NT5C2	NT5C2	0.621151424875261	9.11191097267811	3.64437839663371	0.000900267458064037	0.00253190797669936	-1.23631537103505
NAXE	NAXE	0.872978491764139	9.80057999383132	3.63569680100991	0.000896458456247389	0.0025254257517439	-1.2393587384884
GART	GART	0.767866747381532	8.88470463574682	3.60531596758489	0.00100313499541259	0.00281179241618988	-1.31798468584282
COPG1	COPG1	0.72618983339221	10.1754531862727	3.59805785484943	0.000970021587586382	0.00272352214976177	-1.32117398785773
WBP2	WBP2	-0.539945804939741	8.97847722363304	-3.5872930911465	0.00108490144126395	0.00300585729353494	-1.34015533182086
RHOG	RHOG	-0.459620796601442	10.1055962272926	-3.57773605661111	0.00102691961689962	0.0028736633946241	-1.37546685361097
PAICS	PAICS	0.870927419330956	9.2970011251356	3.58051846915544	0.00104556785691804	0.00291761116042128	-1.38611161245853
METTL7A	METTL7A	-0.79322291014358	10.9842114821058	-3.57064449219357	0.00104752235564283	0.00291761116042128	-1.39437964589919
GNAS;GNAS	GNAS;GNAS	-0.461228420825528	10.3481940405675	-3.57053699114689	0.00104783771872188	0.00291761116042128	-1.3946662111128
GSDMD	GSDMD	0.551271431951619	9.06149812122364	3.58184434227023	0.00107031854165285	0.00297527289972706	-1.40149649132337
SORBS3	SORBS3	-1.27419785649189	9.68912846106659	-3.55953259942528	0.00113819993462698	0.00312261060496519	-1.40220406371901
PSMD1	PSMD1	0.389202407071602	9.87953297075014	3.5587647539858	0.00108293200898747	0.00300536007122307	-1.42602314172001
DAD1	DAD1	0.596439406158083	10.9545763413023	3.56481561060242	0.00109220585988525	0.00302110978376826	-1.4272840608253
ADSS2	ADSS2	0.586310642764069	9.02938064153221	3.57935805604433	0.00110870927695412	0.0030566878095336	-1.42783553360641
ASPN	ASPN	-1.61441653849849	9.91489468894871	-3.551191159689	0.0011061056850571	0.00305452540330736	-1.44617087719723
ADD3	ADD3	-1.04334055741541	9.66619074083674	-3.54836383678225	0.00111487862423822	0.0030686577214688	-1.45368714208204
FAF2	FAF2	0.340484082075637	9.11902674559942	3.54259108811004	0.00113299962020504	0.00311343103490059	-1.46902491526981
EIF2B4	EIF2B4	0.532684442689513	8.69621921199512	3.53163201930991	0.00122894960386653	0.00332661942921221	-1.48404386131905
DDX23	DDX23	0.648167222706718	9.93872162889074	3.5368233987474	0.00115138793094307	0.00315363839486692	-1.4843375124565
LARS1	LARS1	0.422425854317892	9.74588764154396	3.53505836380638	0.00115707235463102	0.00316404638994379	-1.48902114082886
GLG1	GLG1	0.496433936285658	9.37907692386949	3.53187562014192	0.00116739099562436	0.00318707232789155	-1.49746395631211
CA1	CA1	-1.51398769602183	11.2811871183051	-3.53015065394493	0.00117302040775676	0.00319724231270064	-1.5020382459291
DARS2	DARS2	0.80677385628387	8.86422432374708	3.52862099470926	0.00120747441070924	0.00328050086663561	-1.52321288300508
CP	CP	-0.765479798032635	11.1926908819204	-3.52096204739682	0.00120345057146587	0.00327486792462106	-1.52638687985263
HNRNPR	HNRNPR	0.399967425370672	11.1477419017088	3.51647875712591	0.0012185724911538	0.00330530405920392	-1.53825608618865
COPB2	COPB2	0.579795673837069	10.5809570231931	3.51301124986016	0.00123039348751685	0.00332661942921221	-1.54743113793214
NCLN	NCLN	0.436214683773603	10.1465337126757	3.51019505046224	0.00124007526601464	0.00334740574218421	-1.55487964723248
POLR2A	POLR2A	0.570813822489972	9.044519895953	3.52115008973482	0.00129946639042464	0.00347561595003639	-1.5568306130292
RPL26	RPL26	0.520856373223477	11.480890297	3.50727281504074	0.0012501990755414	0.0033693166096854	-1.56260559318011
GYG1	GYG1	-0.456772100884681	10.8952479260454	-3.50476853201944	0.00125893816623656	0.00338743137998588	-1.56922408836616
SRM	SRM	0.7647209712206	9.17128112195292	3.52100137377008	0.00129999214807794	0.00347561595003639	-1.57973628092683
SERPINB9	SERPINB9	-0.564213015336827	10.2783129542255	-3.49876451271661	0.00128013016572124	0.00343894167719353	-1.58508270816254
ARHGAP1	ARHGAP1	0.433720584707759	10.4175976565278	3.49395145566178	0.00129736590191535	0.00347561595003639	-1.59778617218896
SRSF9	SRSF9	0.442661274704449	9.44549533812347	3.49101109450634	0.00130800504301768	0.00348623026011299	-1.60554274941817
LGALS3BP	LGALS3BP	0.586286709646656	10.2966823632128	3.49098082918841	0.00130811498741583	0.00348623026011299	-1.60562257199348
ESYT1	ESYT1	-0.452369476925709	10.551205281208	-3.48496478726342	0.00133014673941452	0.00353932864576383	-1.62148281793618
SRSF1	SRSF1	0.479798251574804	11.6375626190029	3.48366048394873	0.00133497016081005	0.00354654256329126	-1.62491964413772
PDS5A	PDS5A	0.779318861522068	8.6224070879304	3.4897608567186	0.00141510965308474	0.00371888446468628	-1.63820174626631
SAFB	SAFB	0.523222782857015	9.75474830208551	3.47649073937474	0.0013617862176367	0.00361206802434757	-1.64380073101241
AGR2	AGR2	1.45961775875656	12.0633002822969	3.47210783252005	0.00137843324386586	0.00365045649282458	-1.655333559886
WDR91	WDR91	-0.428876102183301	8.70374654067764	-3.47722021456055	0.00139150662624524	0.00367927500073347	-1.65808670990844
HNRNPA2B1	HNRNPA2B1	0.318526503265488	12.7887542912185	3.46711800555298	0.00139762354894434	0.00368963826836093	-1.66845478004982
SNTB1	SNTB1	-0.76737795892106	9.54688794789294	-3.47104659044614	0.00141534673790026	0.00371888446468628	-1.67437013379051
SLTM	SLTM	0.431363482124677	9.40136992209163	3.46318922250838	0.00141291358650236	0.00371888446468628	-1.67877941760896
EIF3L	EIF3L	0.439274561752125	10.1094798208474	3.45906849470468	0.00142912327621475	0.00374921559494464	-1.68960233737442
RPRD1B	RPRD1B	0.629852260547199	9.40532809529051	3.46372813696309	0.00144411681219993	0.00377674786243565	-1.69333474437013
ATP2B4;ATP2B3	ATP2B4;ATP2B3	-0.481687991564321	10.0556605556541	-3.45585313384308	0.00144189546444019	0.00377674786243565	-1.69804297334356
SURF4	SURF4	0.780023320955019	10.7120380077028	3.44975378913472	0.00146642542294436	0.00382912641543326	-1.71404378175592
FAM120A;NA	FAM120A;NA	0.37632355091249	9.64820070634668	3.44457416769647	0.00148757072076797	0.00387670844078105	-1.72762092318813
EIF2S1	EIF2S1	0.336816820384282	10.5577989771018	3.44416206612554	0.00148926560113388	0.00387670844078105	-1.72870071827677
VAMP3	VAMP3	-0.405537178253942	11.2426794557468	-3.43968420529698	0.00150780196363199	0.00391888467018284	-1.74042957836095
CDH1	CDH1	0.587519243495208	9.93528268808246	3.42693817151639	0.00156178527747542	0.00405291728111474	-1.77377399023638
VPS4B	VPS4B	0.424962950662515	9.9918776602456	3.42104581642336	0.00158736357500826	0.00411293741117109	-1.78916801362996
DYSF	DYSF	-1.00257174748819	8.90178599767765	-3.4327595452025	0.001610127118445	0.00416092216979654	-1.78980081941846
PLPBP	PLPBP	0.490927456166469	9.67401215181795	3.41413175458367	0.00173593125257324	0.00444981461537475	-1.79612065553537
GPI	GPI	0.527853026915079	11.7934302908018	3.41571741711286	0.00161083943440604	0.00416092216979654	-1.8030773335117
RAB12	RAB12	-0.444198814005466	8.46056230146212	-3.40726607717819	0.00168577167687298	0.0043344726576872	-1.81899227260142
PABPN1	PABPN1	0.452035348847911	9.61302642232739	3.40525768050315	0.00165789504220128	0.0042727126205472	-1.8303500887492
SNRPD2	SNRPD2	0.480263149205182	11.2390251846257	3.40497014039449	0.00165920704502488	0.0042727126205472	-1.83109923107887
RPL36	RPL36	0.526264068135216	11.1891793204067	3.39216917761654	0.00171863517762475	0.00441221477558403	-1.86441802677174
OLA1	OLA1	0.470345670323388	10.3817302095687	3.37644336508506	0.0017944369881242	0.00459277393759227	-1.90526307469848
STT3A	STT3A	0.448405208781367	10.7256798676845	3.37172990997425	0.00181777381524527	0.00464542197229346	-1.91748672080641
TTC37	TTC37	0.696415931929963	8.12895593339373	3.38643592389788	0.00187008211251942	0.00475700541015269	-1.92528055408089
PAPSS2	PAPSS2	-0.75488241812254	9.6113347469948	-3.36751024719029	0.00183891216824356	0.0046923001982993	-1.92842242643084
RPS21	RPS21	0.641591401260786	10.6975092315843	3.37803615622009	0.00186759755580346	0.00475700541015269	-1.9310202736941
RPS2	RPS2	0.41809737547351	11.4894185491494	3.3608473547617	0.00187276984878554	0.00475700541015269	-1.94567581490978
EIF3F	EIF3F	0.389065278329566	9.34532842536208	3.36561908991498	0.00188841737081798	0.00478950568822264	-1.94764324164848
DEK	DEK	0.520430153888	10.7649074027389	3.35585936154766	0.00189850624357018	0.00480783104517998	-1.95858067333173
SNX3	SNX3	-0.385980730191847	9.78532640628086	-3.35123794118348	0.00192265309562873	0.00486164841500096	-1.97052838468417
MYDGF	MYDGF	0.502926943176243	10.8056455222883	3.34873161457862	0.00193587125381051	0.00488771103029753	-1.97700443521261
PPIB	PPIB	0.437067424534609	12.586244830372	3.34749486732133	0.00194242575438791	0.00489689615858453	-1.98019912707757
CYP51A1	CYP51A1	-0.850445714120463	8.74675221384143	-3.34079388065435	0.00206494482857346	0.00515928923686733	-2.00487225404191
NARS1	NARS1	0.456942338391444	10.3102110033687	3.33752982846509	0.00199601868475633	0.00502446082714524	-2.0059180689971
NFKB1	NFKB1	0.529514996110862	9.14901926956671	3.34647837399098	0.00203358043087838	0.00509609185588777	-2.01147271142929
HSP90AA1;NA	HSP90AA1;NA	0.307547260185427	13.4559504159795	3.33522911274356	0.00200859161851579	0.00504854090941318	-2.01185041118039
PRPF6	PRPF6	0.680530656680018	9.31489530967885	3.33105150632705	0.00203161525151199	0.00509609185588777	-2.02261687059026
TRIM28	TRIM28	0.51803978756022	10.372840567456	3.32774683546246	0.00205000651914441	0.00512959902480396	-2.03112867003209
DYNC1LI2	DYNC1LI2	0.393270087509491	9.71364810943353	3.33095313236818	0.00207470691188218	0.00517597757065406	-2.03663416371446
RPL27A	RPL27A	0.478416660993208	11.9096170340738	3.32043506960716	0.00213462439638953	0.00530968053561188	-2.06347379269761
RUVBL2	RUVBL2	0.330878761340891	10.3793738215094	3.31405316700709	0.00212792527557174	0.00530087023395394	-2.06635254436621
CDC42;RHOQ;RHOJ	CDC42;RHOQ;RHOJ	-0.388364919176309	10.7301375718467	-3.30163471020095	0.00220102842697327	0.00546675551610669	-2.09823075014455
EIF3I	EIF3I	0.359284682174881	9.93023264023321	3.30447297519399	0.00222872722697547	0.0055273752054532	-2.10429660309506
CPPED1	CPPED1	-0.633927750725402	9.56518662700412	-3.29589472350339	0.00228092504053811	0.00564848546174555	-2.12427949060496
SBDS	SBDS	-0.359069312672441	10.1988822652753	-3.27755785267093	0.00239644865331715	0.00588251065631505	-2.1403969125374
PRPF19	PRPF19	0.39833397235707	9.73419390409922	3.28361506064407	0.0023113827143724	0.00571548096823456	-2.14437555532239
AIFM1	AIFM1	0.463679364561131	10.7145652742311	3.27566307524855	0.00236174356636627	0.00583098859669861	-2.16469668249435
AP3D1	AP3D1	0.439171173823349	10.7171990600142	3.27514812677104	0.00236504063987597	0.00583098859669861	-2.16601172359289
BPNT1	BPNT1	0.345585667524379	9.73271744341092	3.27249608900984	0.00238209058002149	0.00586441361269221	-2.17278258617331
FUBP1	FUBP1	0.502765323484654	9.77310980333561	3.27105962514968	0.00239137449966712	0.0058786497583325	-2.17644877822386
EFTUD2	EFTUD2	0.55955466198661	9.54066228297105	3.26687927434183	0.00241858907148647	0.00592819131536611	-2.18711315092081
SNX5	SNX5	-0.603744956247073	9.97909964440929	-3.26380282058475	0.00243880558772449	0.00596903000260849	-2.19495677403231
ALAD	ALAD	-0.737628616071772	10.1344708170931	-3.25668032528788	0.00248623044337095	0.00607624587251795	-2.21310094450104
CSDE1	CSDE1	0.48081421806609	8.85891092774932	3.24587586508361	0.00260933036830631	0.00636782803544519	-2.25303263530574
SEC23A	SEC23A	0.503899432433933	10.1497216677006	3.23821387635705	0.00266345981772094	0.00649049206669589	-2.27237807396783
HDAC2;HDAC3	HDAC2;HDAC3	0.611719554300967	9.2351500826724	3.22734253564793	0.00285556454326133	0.00694854038860256	-2.32446563422586
MPP1	MPP1	-0.970765403536875	9.08656057070154	-3.19807309309765	0.00308424382286087	0.00745100054472432	-2.33884081969976
HPCAL1;HPCA	HPCAL1;HPCA	-0.627710123652417	9.80575728552759	-3.21984079542323	0.0029125814654683	0.00706679809323885	-2.34446976128823
PRKAG1	PRKAG1	0.333285483643779	9.57468376072255	3.20860889238211	0.0028828405997526	0.00700476029954358	-2.34689881629018
CAMK2G	CAMK2G	-0.397056983305287	8.39738323907656	-3.21001210670393	0.00298893087148026	0.00723114543690974	-2.36918736302178
SUB1	SUB1	0.541099164018267	11.5364725408638	3.19060817900835	0.00297010344027877	0.00719596490076198	-2.38039626027615
MMUT	MMUT	0.577349396859146	8.8911058120297	3.18015495702322	0.00310983444477623	0.00750202878272887	-2.41817702404245
PRKACA	PRKACA	-0.419695720491781	10.3835347872027	-3.16589296669724	0.00329065509143073	0.00791379484753929	-2.44409886843732
NEXN	NEXN	-0.933602480765257	9.37233046068365	-3.1545918386068	0.00339008104292365	0.0081081852864228	-2.47222870503192
LRPPRC	LRPPRC	0.844548291374137	9.59834658138987	3.15388939263237	0.0032764535358079	0.00789263340978689	-2.47255640281651
MESD	MESD	0.65050457661742	10.0743277412865	3.15181066529367	0.00329466503777842	0.00791379484753929	-2.47775609489786
PRKACB	PRKACB	-0.294023576988208	9.79764824971321	-3.15105410544599	0.00330131699650263	0.00791844462446845	-2.47964806666358
MTHFD1	MTHFD1	0.507502308710622	10.0149768085374	3.14707342068364	0.00333652720920227	0.00799148243117062	-2.48959861901302
NUDC	NUDC	0.384621608082375	10.0474430424828	3.1321464383569	0.00347176037753247	0.00829172926582791	-2.52684909695558
MBOAT7	MBOAT7	0.675634844104673	9.6829940318997	3.11816511739429	0.00366461369877257	0.00870280961844293	-2.54919437632915
EPB41	EPB41	-1.22313063892368	10.1214048647218	-3.11349962536421	0.0037099659291713	0.00877328562687129	-2.56221456886549
RAB10	RAB10	0.268390160833137	10.1393265598677	3.11495555357503	0.00363394348328241	0.00866413959924439	-2.56962586125878
SYNE2	SYNE2	0.753528689372418	9.71245014121818	3.11447224413771	0.00363860533253071	0.00866413959924439	-2.5708265806061
GOT1	GOT1	0.346389354721627	9.85876751965891	3.11399957036956	0.00364317007567989	0.00866413959924439	-2.57200077519042
OTUB1	OTUB1	0.3456554336847	9.89927160875752	3.11685753324023	0.00367727110659403	0.00871907179019046	-2.57549826761641
TSN	TSN	0.384319910138332	9.93470516186577	3.11638581918624	0.00368184746828174	0.00871907179019046	-2.57666413993479
ACOT9	ACOT9	-0.38837955888501	9.91967252467077	-3.10456855874051	0.00373539036823442	0.00882098513117524	-2.59540777689178
ALDH1B1	ALDH1B1	0.536823173188232	9.46369078818547	3.10270114927624	0.00375391108340342	0.00885227065875609	-2.60003776169567
COL14A1	COL14A1	-1.0044526953219	10.794151087398	-3.09293477012372	0.00385219819875591	0.00907130543578005	-2.62422635534402
PMVK	PMVK	0.431401010199869	9.58614498901763	3.09611233053078	0.0038837170424071	0.00913271836722901	-2.62667855721908
TMED4	TMED4	0.554302648809848	10.4018998861607	3.08906093464008	0.00389185473296435	0.00913905468062537	-2.63380873301192
SNX27	SNX27	0.565578699889437	8.99557251162495	3.09537039620624	0.00395955078495829	0.00927208614776147	-2.63926649208357
MAPK1	MAPK1	-0.376268539570349	10.5368814114244	-3.08650223515976	0.00391825980936987	0.00918820980437431	-2.64013421238929
CSNK1A1	CSNK1A1	0.419536633678833	9.3360821360441	3.08051412896654	0.00398071978561114	0.00930867481899876	-2.65492597554061
CTSH	CTSH	-0.756470460211537	11.033254838654	-3.07841123465148	0.00421381047063965	0.0097586038347641	-2.65887884370782
PLBD1	PLBD1	-1.02529281154776	9.95301566380899	-3.07183065854035	0.00413930856142994	0.00961258516547837	-2.66333379229362
SNRNP40	SNRNP40	0.368283538530415	9.30761915940159	3.07985300302855	0.00405315214334516	0.00946487127771422	-2.66665808517342
CSE1L	CSE1L	0.561889293812607	9.52284165025735	3.07963342842372	0.00412550241568653	0.0095937930137641	-2.67773806996573
HARS1	HARS1	0.339184271015911	9.76617368001098	3.07511775892433	0.00410379892312683	0.0095698310999027	-2.67827916327152
ARHGAP18	ARHGAP18	-0.568878915047629	9.25097509672717	-3.0679645474351	0.00411468987533715	0.00958191997321924	-2.68587240219642
PSMF1	PSMF1	-0.436470434333504	9.45045738794435	-3.06039309133116	0.00419756802376804	0.00973441534793721	-2.70450795694317
DAB2	DAB2	-0.702452756783533	9.32904936114073	-3.04677988202487	0.00449344215351269	0.0102785958797654	-2.70641301797518
PPA1	PPA1	0.431632094164128	10.9231152089625	3.05828086729618	0.00422096878462861	0.00976171706527747	-2.7097020171219
TPT1;NHSL2;NA	TPT1;NHSL2;NA	0.48984441869931	10.080790674197	3.04686937889679	0.00441860574640635	0.0101350260221534	-2.72571821751876
ACSL5;ACSL6	ACSL5;ACSL6	0.803890637497526	9.14939498757309	3.05333561895585	0.0043445899313361	0.0100232056386784	-2.73160584471572
CMAS	CMAS	0.460827079475997	9.75422856415785	3.04718148981161	0.00434597600057051	0.0100232056386784	-2.73696183377969
RMDN3	RMDN3	-0.672701850649061	9.46529444660202	-3.04544395187102	0.00436585898726842	0.0100552499857664	-2.7412239893243
MYL6	MYL6	-0.477654105102024	11.5365484707742	-3.04108688169686	0.00441609642812263	0.0101350260221534	-2.75190561317159
NOMO2;NOMO3	NOMO2;NOMO3	0.448407704386648	9.65283023321636	3.04104282472302	0.00441660718703242	0.0101350260221534	-2.75201357616823
ECHS1	ECHS1	0.419727931277844	11.018491065266	3.03556407609946	0.00448055985930683	0.0102631105099266	-2.76543232996081
